OBJECTID,省,省代码,市,市代码,县,县代码,年度,县类型,市类型,省类型,x,y,县代码_,area,人口,标记,dem,road,resid_sum,gaia_sum,crop_sum,bare_sum,mj,resid_lv,crop_lv,gaia_lv,bare_lv,pop_lv,population,class,forest_sum,cfg_sum,gaia_resid,black_revise,forest_lv,cfg_lv,gaia_crop_sum,gaia_c_lv,geo_subdivision,peo_subdivision,pop,eco_subdivision,pl,geo_subdivision1,geo_subdivision2,worldpop,landscan,geo_subdivision3,geo_subdivision4,city_lv,town_lv,gj_lv,city_sum,town_sum,gj_sum,geo_subdivision6,lake_lv,black_revise1,Shape_Length,Shape_Area,区县,lake_sum,pop2010,pop2000
1460,江苏省,320000,镇江市,321100,丹阳市,321181,0,县级市,地级市,省,119.6320038,31.9566994,321181,1050.0899658,877232.000000000000000, ,8.520028109629999,0.000000000000000,185560.000000000000000,114727.000000000000000,890279.000000000000000,2138.000000000000000,1050.087040411960700,0.159037801936846,0.763030907903283,0.098329003571936,0.001832414424127,835.387470172349710,988900.000000000000000,2,43503.000000000000000,0.000000000000000,0.000000000000000,0.411206330248893,0.037285091063045,0.000000000000000,0.000000000000000,0.098329003571936,3,9,877232.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.042625490631209,0.115604951910161,0.000807359395476,49734.000000000000000,134884.000000000000000,942.0000000,1.000000000000000,0.037916751227021,0.411206330248893,194255.010027724810000,1050087040.411960800000000,丹阳,44240.000000000000000,960662.000000000000000,877232.000000000000000
1461,江苏省,320000,镇江市,321100,京口区,321102,0,市辖区,地级市,省,119.6309967,32.1867981,321102,345.4939880,427272.000000000000000, ,11.980769230800000,0.000000000000000,85023.000000000000000,63751.000000000000000,200665.000000000000000,0.000000000000000,345.493726389943330,0.221482001567509,0.522725448931985,0.166069170482461,0.000000000000000,1236.698798805456800,355757.000000000000000,1,18700.000000000000000,0.000000000000000,0.000000000000000,2.022010194560348,0.048712859218240,0.000000000000000,0.000000000000000,0.166069170482461,3,9,427272.000000000000000,4.000000000000000,1,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.126059501780164,0.085234478803252,0.010188020984093,48392.000000000000000,32720.000000000000000,3911.0000000,4.000000000000000,0.155667542308213,2.022010194560348,137514.843034971620000,345493726.389943360000000,京口,59758.000000000000000,601876.000000000000000,427272.000000000000000
1462,江苏省,320000,镇江市,321100,句容市,321183,0,县级市,地级市,省,119.1949997,31.9279995,321183,1382.7900391,594316.000000000000000, ,43.000000000000000,0.000000000000000,154382.000000000000000,88399.000000000000000,1086299.000000000000000,0.000000000000000,1382.785541241379600,0.100480764306200,0.707026426559188,0.057535198947441,0.000000000000000,429.794822938508160,639266.000000000000000,2,240598.000000000000000,0.000000000000000,0.000000000000000,0.249143005631526,0.156595140175299,0.000000000000000,0.000000000000000,0.057535198947441,3,9,594316.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.013627014563090,0.080712904235026,0.006140845508084,20937.000000000000000,124010.000000000000000,9435.0000000,1.000000000000000,0.035473064322372,0.249143005631526,260589.291221910040000,1382785541.241379700000000,句容,54502.000000000000000,617706.000000000000000,594316.000000000000000
1463,江苏省,320000,镇江市,321100,润州区,321111,0,市辖区,地级市,省,119.4079971,32.1837006,321111,123.3909988,268391.000000000000000, ,24.745562130200000,0.000000000000000,34184.000000000000000,39347.000000000000000,44930.000000000000000,0.000000000000000,123.390607800868250,0.249334232554602,0.327714342051202,0.286992571036916,0.000000000000000,2175.126245207707600,299956.000000000000000,1,26104.000000000000000,0.000000000000000,0.000000000000000,3.141469853012241,0.190399625749044,0.000000000000000,0.000000000000000,0.286992571036916,3,9,268391.000000000000000,4.000000000000000,1,3.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,5,4.000000000000000,0.165286772873854,0.058489679699724,0.025557779981024,22661.000000000000000,8019.000000000000000,3504.0000000,2.000000000000000,0.182624342227420,3.141469853012241,95880.719667163721000,123390607.800868260000000,润州,25038.000000000000000,296539.000000000000000,268391.000000000000000
1464,江苏省,320000,镇江市,321100,扬中市,321182,0,县级市,地级市,省,119.8330002,32.1861000,321182,321.0069885,301672.000000000000000, ,3.824200913240000,0.000000000000000,60228.000000000000000,28485.000000000000000,191870.000000000000000,0.000000000000000,321.006608653010740,0.168859875135437,0.537941559444714,0.079862747280881,0.000000000000000,939.767702210441830,315462.000000000000000,2,0.000000000000000,0.000000000000000,0.000000000000000,0.621274568850838,0.000000000000000,0.000000000000000,0.000000000000000,0.079862747280881,3,9,301672.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.034552518781449,0.134307356353987,0.000000000000000,12324.000000000000000,47904.000000000000000,0.0000000,4.000000000000000,0.252625341188127,0.621274568850838,104683.311382529170000,321006608.653010730000000,扬中,90105.000000000000000,334977.000000000000000,301672.000000000000000
1465,江西省,360000,抚州市,361000,崇仁县,361024,0,县,地级市,省,116.0540009,27.7110996,361024,1513.8199463,298734.000000000000000, ,146.139051677999990,0.000000000000000,16134.000000000000000,4107.000000000000000,554330.000000000000000,0.000000000000000,1513.816461711875000,0.009592025812314,0.329561650461128,0.002441703855905,0.000000000000000,197.337867513444050,302181.000000000000000,3,1048047.000000000000000,0.000000000000000,0.000000000000000,0.130352002344152,0.623087509391218,0.000000000000000,0.000000000000000,0.002441703855905,3,6,298734.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001866800610553,0.007509413538821,0.000215811662940,3140.000000000000000,12631.000000000000000,363.0000000,3.000000000000000,0.014681732827265,0.130352002344152,234207.843547526660000,1513816461.711875000000000,崇仁,24695.000000000000000,347837.000000000000000,298734.000000000000000
1466,江西省,360000,抚州市,361000,东乡区,361003,0,市辖区,地级市,省,116.6050034,28.2168999,361003,1261.1199951,383069.000000000000000, ,75.322130627799993,0.000000000000000,33814.000000000000000,9119.000000000000000,612660.000000000000000,0.000000000000000,1261.119005546474900,0.024131407096731,0.437225642393183,0.006507786754453,0.000000000000000,303.753014370693510,383846.000000000000000,1,661214.000000000000000,0.000000000000000,0.000000000000000,0.240827298705123,0.471876270540538,0.000000000000000,0.000000000000000,0.006507786754453,3,6,383069.000000000000000,5.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.004012861598892,0.019449854173251,0.000668691324589,5623.000000000000000,27254.000000000000000,937.0000000,3.000000000000000,0.023036665910051,0.240827298705123,246471.180393962890000,1261119005.546474900000000,东乡,32280.000000000000000,438319.000000000000000,383069.000000000000000
1467,江西省,360000,抚州市,361000,广昌县,361030,0,县,地级市,省,116.3509979,26.7593002,361030,1603.6099854,209274.000000000000000, ,315.141398673000030,0.000000000000000,7422.000000000000000,2312.000000000000000,354471.000000000000000,615.000000000000000,1603.610849344543800,0.004165476681374,0.198941078512965,0.001297572364233,0.000345158738756,130.501806493877920,204375.000000000000000,3,1295834.000000000000000,0.000000000000000,0.000000000000000,0.287073078440196,0.727265738336196,0.000000000000000,0.000000000000000,0.001297572364233,3,6,209274.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.000658888389104,0.003199032212858,0.000307556079412,1174.000000000000000,5700.000000000000000,548.0000000,3.000000000000000,0.008265289017326,0.287073078440196,225801.351636736970000,1603610849.344543700000000,广昌,14727.000000000000000,235395.000000000000000,209274.000000000000000
1468,江西省,360000,抚州市,361000,金溪县,361027,0,县,地级市,省,116.7460022,27.9309998,361027,1356.7099609,261049.000000000000000, ,125.672393365000000,0.000000000000000,21189.000000000000000,2919.000000000000000,615324.000000000000000,102.000000000000000,1356.707652003078700,0.014056136203808,0.408187170393681,0.001936375552358,0.000067663688366,192.413269981162780,253828.000000000000000,3,837174.000000000000000,0.000000000000000,0.000000000000000,0.067185507503260,0.555355692589855,0.000000000000000,0.000000000000000,0.001936375552358,3,6,261049.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.003307560296011,0.010538287778266,0.000210288129530,4986.000000000000000,15886.000000000000000,317.0000000,3.000000000000000,0.014355979214998,0.067185507503260,224389.238656322090000,1356707652.003078700000000,金溪,21641.000000000000000,294826.000000000000000,261049.000000000000000
1469,江西省,360000,抚州市,361000,乐安县,361025,0,县,地级市,省,115.8320007,27.3698997,361025,2410.0200195,329045.000000000000000, ,280.573633008999990,0.000000000000000,21171.000000000000000,1710.000000000000000,609738.000000000000000,119.000000000000000,2410.020560118423400,0.007906116897612,0.227701096070868,0.000638583906992,0.000044439464873,136.532060868108230,307909.000000000000000,3,1914080.000000000000000,0.000000000000000,0.000000000000000,0.054974224262800,0.714795722043446,0.000000000000000,0.000000000000000,0.000638583906992,3,6,329045.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.001235715876161,0.006367540466732,0.000302860554719,3309.000000000000000,17051.000000000000000,811.0000000,3.000000000000000,0.004924938342341,0.054974224262800,273322.135352465960000,2410020560.118423500000000,乐安,13188.000000000000000,345766.000000000000000,329045.000000000000000
1470,江西省,360000,抚州市,361000,黎川县,361022,0,县,地级市,省,116.9199982,27.2581005,361022,1706.6199951,217914.000000000000000, ,296.794676805999980,0.000000000000000,9515.000000000000000,2045.000000000000000,342860.000000000000000,0.000000000000000,1706.620546888054600,0.005017813001430,0.180810022666359,0.001078447460633,0.000000000000000,127.687476194743990,205205.000000000000000,3,1490341.000000000000000,0.000000000000000,0.000000000000000,0.331684421289951,0.785943504610057,0.000000000000000,0.000000000000000,0.001078447460633,3,6,217914.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.001294664310931,0.003262237648644,0.000460911041855,2455.000000000000000,6186.000000000000000,874.0000000,3.000000000000000,0.010528705893175,0.331684421289951,228868.121418855790000,1706620546.888054600000000,黎川,19965.000000000000000,230086.000000000000000,217914.000000000000000
1471,江西省,360000,抚州市,361000,临川区,361002,0,市辖区,地级市,省,116.3489990,27.9211006,361002,2122.3898926,1007391.000000000000000, ,80.979545454499998,0.000000000000000,68642.000000000000000,22785.000000000000000,1092171.000000000000000,209.000000000000000,2122.388311450264200,0.029107658407173,0.463135403837595,0.009661985326876,0.000088626505741,474.649358029261350,1102421.000000000000000,1,1035317.000000000000000,0.000000000000000,0.000000000000000,0.370053133484284,0.439026449974342,0.000000000000000,0.000000000000000,0.009661985326876,3,6,1007391.000000000000000,5.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.008219790369812,0.020759380806549,0.000128487230812,19384.000000000000000,48955.000000000000000,303.0000000,3.000000000000000,0.044938727014075,0.370053133484284,348043.861606045920000,2122388311.450264200000000,临川,105975.000000000000000,1089888.000000000000000,1007391.000000000000000
1472,江西省,360000,抚州市,361000,南城县,361021,0,县,地级市,省,116.6699982,27.5174007,361021,1709.2500000,294307.000000000000000, ,191.483916746000010,0.000000000000000,10942.000000000000000,5107.000000000000000,453298.000000000000000,450.000000000000000,1709.252113683412100,0.005761474330847,0.238682580078982,0.002689074155331,0.000236946028960,172.184876407781190,286260.000000000000000,3,1299129.000000000000000,0.000000000000000,0.000000000000000,0.032238504207661,0.684052128126371,0.000000000000000,0.000000000000000,0.002689074155331,3,6,294307.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001511189118034,0.004250285212813,0.000000000000000,2870.000000000000000,8072.000000000000000,0.0000000,3.000000000000000,0.044008249232119,0.032238504207661,255406.500528753440000,1709252113.683412100000000,南城,83579.000000000000000,306236.000000000000000,294307.000000000000000
1473,江西省,360000,抚州市,361000,南丰县,361023,0,县,地级市,省,116.4879990,27.1133995,361023,1921.8399658,260738.000000000000000, ,252.239746300000010,0.000000000000000,10248.000000000000000,3207.000000000000000,465329.000000000000000,0.000000000000000,1921.837528069488400,0.004799150899156,0.217914138246804,0.001501842011475,0.000000000000000,135.671026015273530,271888.000000000000000,3,1597404.000000000000000,0.000000000000000,0.000000000000000,0.240999400258166,0.748066241502243,0.000000000000000,0.000000000000000,0.001501842011475,3,6,260738.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.000845752002720,0.003674759670733,0.000278639225702,1806.000000000000000,7847.000000000000000,595.0000000,3.000000000000000,0.010978385492673,0.240999400258166,241775.963076783140000,1921837528.069488300000000,南丰,23443.000000000000000,287932.000000000000000,260738.000000000000000
1474,江西省,360000,抚州市,361000,宜黄县,361026,0,县,地级市,省,116.2399979,27.3911991,361026,1940.7700195,205961.000000000000000, ,355.542655014999980,0.000000000000000,8399.000000000000000,1959.000000000000000,341700.000000000000000,0.000000000000000,1940.765318415049900,0.003894897346892,0.158457723947259,0.000908453851954,0.000000000000000,106.123341728941850,201127.000000000000000,3,1685623.000000000000000,0.000000000000000,0.000000000000000,0.076525358316746,0.781679789327337,0.000000000000000,0.000000000000000,0.000908453851954,3,6,205961.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.000324613423363,0.003456669225352,0.000113614698177,700.000000000000000,7454.000000000000000,245.0000000,3.000000000000000,0.004764861321505,0.076525358316746,236826.236494685490000,1940765318.415050000000000,宜黄,10275.000000000000000,224039.000000000000000,205961.000000000000000
1475,江西省,360000,抚州市,361000,资溪县,361028,0,县,地级市,省,117.0230026,27.7416992,361028,1252.9300537,104939.000000000000000, ,435.880616175000000,0.000000000000000,5306.000000000000000,1153.000000000000000,131570.000000000000000,0.000000000000000,1252.933471455596900,0.003811385947568,0.094508867154462,0.000828218619967,0.000000000000000,83.754874974218154,95826.000000000000000,3,1240663.000000000000000,0.000000000000000,0.000000000000000,0.411426840377202,0.891188376153047,0.000000000000000,0.000000000000000,0.000828218619967,3,6,104939.000000000000000,5.000000000000000,4,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.001980397862316,0.001808001965705,0.000022986119548,2757.000000000000000,2517.000000000000000,32.0000000,3.000000000000000,0.000670907364310,0.411426840377202,221844.664166565080000,1252933471.455596900000000,资溪,934.000000000000000,111983.000000000000000,104939.000000000000000
1476,江西省,360000,赣州市,360700,安远县,360726,0,县,地级市,省,115.3850021,25.2346992,360726,2365.3300781,309541.000000000000000, ,429.830670927000030,0.000000000000000,17394.000000000000000,4111.000000000000000,319503.000000000000000,0.000000000000000,2365.330755204729900,0.006618357473562,0.121569798084140,0.001564221431172,0.000000000000000,130.865879084991600,346435.000000000000000,3,2262584.000000000000000,0.000000000000000,0.000000000000000,0.315449144822892,0.860905468895148,0.000000000000000,0.000000000000000,0.001564221431172,3,6,309541.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001444365009178,0.005173992464384,0.000000000000000,3796.000000000000000,13598.000000000000000,0.0000000,3.000000000000000,0.000603848068906,0.315449144822892,297718.218488119600000,2365330755.204730000000000,安远,1587.000000000000000,340740.000000000000000,309541.000000000000000
1477,江西省,360000,赣州市,360700,崇义县,360725,0,县,地级市,省,114.1869965,25.6753998,360725,2206.8000488,187919.000000000000000, ,561.679924241999970,0.000000000000000,8646.000000000000000,1960.000000000000000,241006.000000000000000,0.000000000000000,2206.799742083902900,0.003526101063906,0.098289557368454,0.000799347453765,0.000000000000000,85.154520501207372,177831.000000000000000,3,2057104.000000000000000,0.000000000000000,0.000000000000000,0.426028649298710,0.838949410474748,0.000000000000000,0.000000000000000,0.000799347453765,3,6,187919.000000000000000,5.000000000000000,4,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.000849510584792,0.002564029307052,0.000112561172061,2083.000000000000000,6287.000000000000000,276.0000000,3.000000000000000,0.007973083020976,0.426028649298710,295119.964618773840000,2206799742.083902800000000,崇义,19550.000000000000000,187234.000000000000000,187919.000000000000000
1478,江西省,360000,赣州市,360700,大余县,360723,0,县,地级市,省,114.3570023,25.4461002,360723,1346.1099854,261611.000000000000000, ,385.426799007000000,0.000000000000000,30352.000000000000000,5799.000000000000000,301073.000000000000000,0.000000000000000,1346.108709200699400,0.020293141197423,0.201295364382304,0.003877172041508,0.000000000000000,194.345932239463510,264995.000000000000000,3,1126856.000000000000000,0.000000000000000,0.000000000000000,0.291853345341153,0.753408273496411,0.000000000000000,0.000000000000000,0.003877172041508,3,6,261611.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.002862916137565,0.012826960789159,0.004603264270699,4282.000000000000000,19185.000000000000000,6885.0000000,3.000000000000000,0.004305071697753,0.291853345341153,276902.357835939150000,1346108709.200699300000000,大余,6439.000000000000000,289378.000000000000000,261611.000000000000000
1479,江西省,360000,赣州市,360700,定南县,360728,0,县,地级市,省,115.0830002,24.8223000,360728,1319.8800049,179123.000000000000000, ,403.193218170000020,0.000000000000000,5445.000000000000000,2660.000000000000000,143676.000000000000000,0.000000000000000,1319.882934363997300,0.003712837516949,0.097969815075334,0.001813801247949,0.000000000000000,135.711579338535160,209914.000000000000000,3,1289867.000000000000000,0.000000000000000,0.000000000000000,0.398017373461051,0.879534727176256,0.000000000000000,0.000000000000000,0.001813801247949,3,6,179123.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001193972174872,0.002062005629248,0.000456859712829,1751.000000000000000,3024.000000000000000,670.0000000,3.000000000000000,0.002421356477996,0.398017373461051,275982.941031536260000,1319882934.363997200000000,定南,3551.000000000000000,172771.000000000000000,179123.000000000000000
1480,江西省,360000,赣州市,360700,赣县区,360704,0,市辖区,地级市,省,115.0609970,25.8983002,360704,2987.5800781,492065.000000000000000, ,276.422234543999990,0.000000000000000,13027.000000000000000,11993.000000000000000,474319.000000000000000,0.000000000000000,2987.575737945762700,0.003924346693113,0.142887249491874,0.003612857134452,0.000000000000000,164.703535012463700,576310.000000000000000,1,2526205.000000000000000,0.000000000000000,0.000000000000000,0.141823894969262,0.761012070152408,0.000000000000000,0.000000000000000,0.003612857134452,3,6,492065.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.000862470605848,0.003012471553783,0.000049404533482,2863.000000000000000,10000.000000000000000,164.0000000,3.000000000000000,0.023524691610646,0.141823894969262,435718.538156438910000,2987575737.945762600000000,赣县,78091.000000000000000,546964.000000000000000,492065.000000000000000
1481,江西省,360000,赣州市,360700,会昌县,360733,0,县,地级市,省,115.7539978,25.5032997,360733,2707.0900879,388115.000000000000000, ,364.765252400000010,0.000000000000000,19617.000000000000000,15367.000000000000000,450517.000000000000000,44.000000000000000,2707.093998340887100,0.006521873830123,0.149779019846340,0.005108917528037,0.000014628253480,143.369813120043120,451513.000000000000000,3,2398292.000000000000000,0.000000000000000,0.000000000000000,0.257762893331951,0.797336893092421,0.000000000000000,0.000000000000000,0.005108917528037,3,6,388115.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001151310040970,0.004928724041983,0.000441839747170,3463.000000000000000,14825.000000000000000,1329.0000000,3.000000000000000,0.008915255575704,0.257762893331951,436894.579072613210000,2707093998.340887100000000,会昌,26816.000000000000000,445137.000000000000000,388115.000000000000000
1482,江西省,360000,赣州市,360700,龙南市,360783,2020,县级市,地级市,省,114.7220001,24.7705994,360727,1645.0500488,283514.000000000000000, ,441.835736354000010,0.000000000000000,23409.000000000000000,7961.000000000000000,226888.000000000000000,216.000000000000000,1645.050143613900200,0.012806965973472,0.124129475662740,0.004355429796865,0.000118172696410,172.343692644467130,319166.000000000000000,2,1487185.000000000000000,0.000000000000000,0.000000000000000,0.316148815224245,0.813632692180688,0.000000000000000,0.000000000000000,0.004355429796865,3,6,283514.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001644570025044,0.011027810377516,0.000134585570912,3006.000000000000000,20157.000000000000000,246.0000000,3.000000000000000,0.002848727917633,0.316148815224245,276069.089587252820000,1645050143.613900200000000,龙南,5207.000000000000000,300301.000000000000000,283514.000000000000000
1483,江西省,360000,赣州市,360700,南康区,360703,0,市辖区,地级市,省,114.6920013,25.8351994,360703,1740.5000000,623272.000000000000000, ,242.484644914000000,0.000000000000000,21025.000000000000000,16774.000000000000000,578640.000000000000000,89.000000000000000,1740.504404945158700,0.010871875897731,0.299210571674806,0.008673714449871,0.000046021258259,358.099396725078980,888474.000000000000000,1,1161015.000000000000000,0.000000000000000,0.000000000000000,0.403436171466424,0.600352484918127,0.000000000000000,0.000000000000000,0.008673714449871,3,6,623272.000000000000000,5.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.002753002010916,0.007566101694915,0.000552772191899,5324.000000000000000,14632.000000000000000,1069.0000000,3.000000000000000,0.007543349612180,0.403436171466424,315943.542361723380000,1740504404.945158700000000,南康,14588.000000000000000,708259.000000000000000,623272.000000000000000
1484,江西省,360000,赣州市,360700,宁都县,360730,0,县,地级市,省,116.0009995,26.5869007,360730,4050.8300781,657241.000000000000000, ,360.693244065999980,0.000000000000000,48510.000000000000000,9388.000000000000000,862364.000000000000000,25.000000000000000,4050.832179494502300,0.010777791010234,0.191597175154591,0.002085794722822,0.000005554417136,162.248474343366150,702394.000000000000000,3,3279373.000000000000000,0.000000000000000,0.000000000000000,0.231269862892471,0.728600223430287,0.000000000000000,0.000000000000000,0.002085794722822,3,6,657241.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001666991670785,0.009077250659949,0.000033548679500,7503.000000000000000,40856.000000000000000,151.0000000,3.000000000000000,0.013352596617688,0.231269862892471,438751.499661881770000,4050832179.494502100000000,宁都,60099.000000000000000,794806.000000000000000,657241.000000000000000
1485,江西省,360000,赣州市,360700,全南县,360729,0,县,地级市,省,114.5070038,24.8455009,360729,1535.1199951,170847.000000000000000, ,430.362486249000030,0.000000000000000,20251.000000000000000,2242.000000000000000,205030.000000000000000,0.000000000000000,1535.120884249257900,0.011872622373477,0.120203632671669,0.001314424935131,0.000000000000000,111.292277179255900,169503.000000000000000,3,1411906.000000000000000,0.000000000000000,0.000000000000000,0.030392241961247,0.827762913675681,0.000000000000000,0.000000000000000,0.001314424935131,3,6,170847.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.002501628545140,0.009370993828337,0.000000000000000,4267.000000000000000,15984.000000000000000,0.0000000,3.000000000000000,0.004282140823459,0.030392241961247,272840.182846838780000,1535120884.249257800000000,全南,7304.000000000000000,180691.000000000000000,170847.000000000000000
1486,江西省,360000,赣州市,360700,瑞金市,360781,0,县级市,地级市,省,115.9739990,25.9190998,360781,2441.0600586,535499.000000000000000, ,332.525492862000020,0.000000000000000,37912.000000000000000,27467.000000000000000,552082.000000000000000,1131.000000000000000,2441.064174593630900,0.013977861740795,0.203548371639098,0.010126870870289,0.000416990969319,219.371497278314050,613894.000000000000000,2,1952453.000000000000000,0.000000000000000,0.000000000000000,0.325070959196268,0.719854349266726,0.000000000000000,0.000000000000000,0.010126870870289,3,6,535499.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.002872850250165,0.010423668156145,0.000681343334485,7792.000000000000000,28272.000000000000000,1848.0000000,3.000000000000000,0.006953536411463,0.325070959196268,436255.648830972090000,2441064174.593630800000000,瑞金,18860.000000000000000,618885.000000000000000,535499.000000000000000
1487,江西省,360000,赣州市,360700,上犹县,360724,0,县,地级市,省,114.3909988,25.9363003,360724,1539.4300537,256238.000000000000000, ,445.004301075000000,0.000000000000000,7084.000000000000000,2195.000000000000000,226418.000000000000000,0.000000000000000,1539.429721020658900,0.004141532760538,0.132371197709684,0.001283267138535,0.000000000000000,166.449913968039510,268557.000000000000000,3,1255021.000000000000000,0.000000000000000,0.000000000000000,0.449472095596535,0.733725379257857,0.000000000000000,0.000000000000000,0.001283267138535,3,6,256238.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.000902087104674,0.003134796536138,0.000104649119726,1543.000000000000000,5362.000000000000000,179.0000000,3.000000000000000,0.015120920852420,0.449472095596535,251607.877766098800000,1539429721.020659000000000,上犹,25864.000000000000000,257464.000000000000000,256238.000000000000000
1488,江西省,360000,赣州市,360700,石城县,360735,0,县,地级市,省,116.3610001,26.3034992,360735,1568.8299561,265286.000000000000000, ,402.191701680999980,0.000000000000000,11250.000000000000000,5962.000000000000000,359234.000000000000000,0.000000000000000,1568.825460456619300,0.006453854326866,0.206083902689534,0.003420255955269,0.000000000000000,169.097994958704420,283182.000000000000000,3,1119675.000000000000000,0.000000000000000,0.000000000000000,0.205537710601342,0.642330608305182,0.000000000000000,0.000000000000000,0.003420255955269,3,6,265286.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001005653923111,0.005119484090040,0.000328716313715,1753.000000000000000,8924.000000000000000,573.0000000,3.000000000000000,0.008240854880482,0.205537710601342,299754.565136324270000,1568825460.456619300000000,石城,14365.000000000000000,278246.000000000000000,265286.000000000000000
1489,江西省,360000,赣州市,360700,信丰县,360722,0,县,地级市,省,114.9710007,25.2833004,360722,2865.6101074,590662.000000000000000, ,279.655646577000030,0.000000000000000,38409.000000000000000,9114.000000000000000,823923.000000000000000,239.000000000000000,2865.606154203630900,0.012063085592303,0.258768873713646,0.002862427089699,0.000075062549313,206.120853102170740,673763.000000000000000,3,2215118.000000000000000,0.000000000000000,0.000000000000000,0.066061113654720,0.695700435602386,0.000000000000000,0.000000000000000,0.002862427089699,3,6,590662.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001783913305847,0.009759701756902,0.000519470529555,5680.000000000000000,31075.000000000000000,1654.0000000,3.000000000000000,0.008318123927000,0.066061113654720,329373.654894223260000,2865606154.203630900000000,信丰,26485.000000000000000,664047.000000000000000,590662.000000000000000
1490,江西省,360000,赣州市,360700,兴国县,360732,0,县,地级市,省,115.4339981,26.4223995,360732,3215.9799805,611163.000000000000000, ,361.507688364999980,0.000000000000000,24251.000000000000000,7720.000000000000000,597768.000000000000000,601.000000000000000,3215.980261977141300,0.006786702694840,0.167286862252664,0.002160461210019,0.000168191345495,190.039429260041290,715149.000000000000000,3,2702343.000000000000000,0.000000000000000,0.000000000000000,0.376364191198332,0.756257412910109,0.000000000000000,0.000000000000000,0.002160461210019,3,6,611163.000000000000000,5.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001428087248022,0.005271581322944,0.000087034123875,5103.000000000000000,18837.000000000000000,311.0000000,3.000000000000000,0.009837094817794,0.376364191198332,320632.305288398750000,3215980261.977141400000000,兴国,35151.000000000000000,719830.000000000000000,611163.000000000000000
